2024-05-18 12:47:03,112 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2024-05-18 12:47:03,136 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2024-05-18 12:47:03,137 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2024-05-18 12:47:03,138 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2024-05-18 12:47:03,139 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2024-05-18 12:47:03,140 INFO  SwAddin.cs: 197 - Setting up callbacks
2024-05-18 12:47:03,141 INFO  SwAddin.cs: 201 - Setting up command manager
2024-05-18 12:47:03,141 INFO  SwAddin.cs: 204 - Adding command manager
2024-05-18 12:47:03,143 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2024-05-18 12:47:03,144 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2024-05-18 12:47:03,144 INFO  SwAddin.cs: 210 - Adding event handlers
2024-05-18 12:47:03,156 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2024-05-18 14:00:31,211 INFO  SwAddin.cs: 294 - Assembly export called for file Assem1
2024-05-18 14:00:31,215 INFO  SwAddin.cs: 299 - Save is required
2024-05-18 14:00:31,215 INFO  SwAddin.cs: 313 - Saving assembly
2024-05-18 14:00:31,878 INFO  SwAddin.cs: 316 - Opening property manager
2024-05-18 14:00:31,894 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assem1
2024-05-18 14:00:31,902 INFO  ExportHelperExtension.cs: 1136 - Found 91 in Assem1
2024-05-18 14:00:31,903 INFO  ExportHelperExtension.cs: 1145 - Found 5 features of type [CoordSys] in Assem1
2024-05-18 14:00:31,904 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-05-18 14:00:31,905 INFO  ExportHelperExtension.cs: 1160 - 15 components to check
2024-05-18 14:00:31,906 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 3D Print Grease Box-4
2024-05-18 14:00:31,906 INFO  ExportHelperExtension.cs: 1136 - Found 65 in 3D Print Grease Box-4
2024-05-18 14:00:31,907 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 3D Print Grease Box-4
2024-05-18 14:00:31,908 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 3D Print Grease Box-3
2024-05-18 14:00:31,908 INFO  ExportHelperExtension.cs: 1136 - Found 65 in 3D Print Grease Box-3
2024-05-18 14:00:31,909 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 3D Print Grease Box-3
2024-05-18 14:00:31,909 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 3D Print Grease Box-1
2024-05-18 14:00:31,909 INFO  ExportHelperExtension.cs: 1136 - Found 65 in 3D Print Grease Box-1
2024-05-18 14:00:31,910 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 3D Print Grease Box-1
2024-05-18 14:00:31,910 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Base Plate Test 3 U Shape - Copy-2
2024-05-18 14:00:31,911 INFO  ExportHelperExtension.cs: 1136 - Found 34 in Base Plate Test 3 U Shape - Copy-2
2024-05-18 14:00:31,911 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Base Plate Test 3 U Shape - Copy-2
2024-05-18 14:00:31,911 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Base Plate Test 2 H Cut-1
2024-05-18 14:00:31,913 INFO  ExportHelperExtension.cs: 1136 - Found 29 in Base Plate Test 2 H Cut-1
